Time,Barometric pressure (Absolute),Barometric Pressure (Relative),Indoor temperature,Indoor humidity,Outdoor temperature,Outdoor humidity,Dew Point,Heat Index,Wind Chill,Feels Like,Wind Direction,Wind speed,10 min AVG,Wind gust,Rain rate,Hourly rainfall,Daily rainfall,UV index,Light intensity,CH1 temperature,CH1 humidity,CH2 temperature,CH2 humidity,CH3 temperature,CH3 humidity,CH4 temperature,CH4 humidity,CH5 temperature,CH5 humidity,CH6 temperature,CH6 humidity,CH7 temperature,CH7 humidity,Lightning distance,Lightning hourly count,Lightning total in 5 minutes,Lightning total in 30 minutes,Lightning total in 1 hour,Lightning total in 1 day,Water Leakage CH1,Water Leakage CH2,Water Leakage CH3,Water Leakage CH4,Water Leakage CH5,Water Leakage CH6,Water Leakage CH7,CO,CO Sensor battery,PM2.5,PM10,PM sensor battery,PM sensor connect,PM 2.5 AQI,PM 10 AQI,HCHO,VOC LEVEL,HCHO+VOC Sensor battery,CO2,CO2 Sensor Battery
,hPa,hPa,°C,%,°C,%,°C,°C,°C,°C,deg,km/h,km/h,km/h,mm,mm,mm,**,Lux,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,km,**,**,**,**,**,**,**,**,**,**,**,**,ppm,**,µg/m³,µg/m³,**,**,**,**,ppb,**,**,ppm,**
"Thursday, August 1, 2024 8:50 AM CEST",1012,1009,25.4,53,27.9,68,21.5,30.2,27.9,30.2,352,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8469,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 8:55 AM CEST",1012,1009,25.5,53,28.0,66,21.1,30.2,28.0,30.2,319,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8769,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:00 AM CEST",1012,1009,25.6,53,28.2,66,21.3,30.5,28.2,30.5,210,0.0,0.0,0.0,0.0,0.0,0.0,0.9,9000,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:05 AM CEST",1012,1009,25.6,52,28.4,63,20.7,30.5,28.4,30.5,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9300,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:10 AM CEST",1012,1009,25.7,52,28.6,64,21.1,30.9,28.6,30.9,264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9439,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:15 AM CEST",1012,1009,25.8,52,28.7,63,21.0,31.0,28.7,31.0,311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9819,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:20 AM CEST",1012,1009,25.8,52,28.6,63,20.9,30.8,28.6,30.8,228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9880,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:25 AM CEST",1012,1009,25.9,52,28.7,63,21.0,31.0,28.7,31.0,259,2.2,2.2,2.2,0.0,0.0,0.0,1.0,10090,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:30 AM CEST",1012,1009,26.0,51,28.8,61,20.5,30.8,28.8,30.8,294,2.2,2.2,2.2,0.0,0.0,0.0,1.0,10419,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Thursday, August 1, 2024 9:35 AM CEST",1012,1009,26.0,51,28.8,61,20.5,30.8,28.8,30.8,181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10580,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
