Time,Barometric pressure (Absolute),Barometric Pressure (Relative),Indoor temperature,Indoor humidity,Outdoor temperature,Outdoor humidity,Dew Point,Heat Index,Wind Chill,Feels Like,Wind Direction,Wind speed,10 min AVG,Wind gust,Rain rate,Hourly rainfall,Daily rainfall,UV index,Light intensity,CH1 temperature,CH1 humidity,CH2 temperature,CH2 humidity,CH3 temperature,CH3 humidity,CH4 temperature,CH4 humidity,CH5 temperature,CH5 humidity,CH6 temperature,CH6 humidity,CH7 temperature,CH7 humidity,Lightning distance,Lightning hourly count,Lightning total in 5 minutes,Lightning total in 30 minutes,Lightning total in 1 hour,Lightning total in 1 day,Water Leakage CH1,Water Leakage CH2,Water Leakage CH3,Water Leakage CH4,Water Leakage CH5,Water Leakage CH6,Water Leakage CH7,CO,CO Sensor battery,PM2.5,PM10,PM sensor battery,PM sensor connect,PM 2.5 AQI,PM 10 AQI,HCHO,VOC LEVEL,HCHO+VOC Sensor battery,CO2,CO2 Sensor Battery
,hPa,hPa,°C,%,°C,%,°C,°C,°C,°C,deg,km/h,km/h,km/h,mm,mm,mm,**,Lux,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,°C,%,km,**,**,**,**,**,**,**,**,**,**,**,**,ppm,**,µg/m³,µg/m³,**,**,**,**,ppb,**,**,ppm,**
"Wednesday, May 1, 2024 8:10 AM CEST",1006,1006,23.2,57,13.4,90,11.8,---,13.4,13.4,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3909,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:15 AM CEST",1005,1006,23.2,57,13.5,90,11.9,---,13.5,13.5,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4249,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:20 AM CEST",1005,1006,23.3,57,13.5,90,11.9,---,13.5,13.5,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4949,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:25 AM CEST",1005,1006,23.3,57,13.6,90,12.0,---,13.6,13.6,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5839,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:30 AM CEST",1005,1006,23.3,57,13.6,90,12.0,---,13.6,13.6,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6580,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:35 AM CEST",1005,1006,23.3,57,13.7,88,11.8,---,13.7,13.7,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7159,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:40 AM CEST",1005,1006,23.3,57,13.8,87,11.7,---,13.8,13.8,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7780,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:45 AM CEST",1005,1006,23.3,57,13.9,87,11.8,---,13.9,13.9,60,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8100,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:50 AM CEST",1005,1006,23.3,57,14.1,86,11.8,---,14.1,14.1,66,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8359,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 8:55 AM CEST",1005,1006,23.2,56,14.2,86,11.9,---,14.2,14.2,196,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8659,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:00 AM CEST",1005,1006,23.2,56,14.4,85,11.9,---,14.4,14.4,276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8919,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:05 AM CEST",1005,1006,23.2,56,14.6,84,11.9,---,14.6,14.6,348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9129,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:10 AM CEST",1005,1006,23.2,56,14.9,84,12.2,---,14.9,14.9,320,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9559,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:15 AM CEST",1005,1006,23.1,56,15.1,82,12.1,---,15.1,15.1,294,0.0,0.0,0.0,0.0,0.0,0.0,1.4,9859,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:20 AM CEST",1005,1006,23.1,56,15.3,83,12.4,---,15.3,15.3,42,0.0,0.0,0.0,0.0,0.0,0.0,1.4,10059,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
"Wednesday, May 1, 2024 9:25 AM CEST",1005,1006,23.1,56,15.2,82,12.2,---,15.2,15.2,116,0.0,0.0,0.0,0.0,0.0,0.0,1.4,10110,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0,---,---,---,---,---,---,---
